"Excel Table 7: Differentially variable positions (p < 0.05) within the Bangladesh 450K study. Models adjusted for age, smoking status, and estimated cell type proportions.",,,,,,,,
CpG,logFC,p,pFDR,pBonferroni,Chromosome,Position,Gene,Feature category
cg21037006,0.12,0.041,1.000,1.00,chr7,134574965,CALD1;CALD1;CALD1;CALD1;CALD1,TSS1500;Body;TSS1500;Body;Body
cg25531987,0.13,0.041,1.000,1.00,chr17,34346381,CCL23;CCL23,TSS1500;TSS1500
cg10066332,0.08,0.041,1.000,1.00,chr14,104313278,PPP1R13B,Body
cg19255722,0.12,0.041,1.000,1.00,chr3,38762483,SCN10A,Body
cg13252730,-0.13,0.041,1.000,1.00,chr14,22975486,,
cg15150017,0.13,0.041,1.000,1.00,chr8,124863421,FER1L6,TSS1500
cg16863190,0.14,0.041,1.000,1.00,chr3,37092193,MLH1;MLH1;MLH1;MLH1,3'UTR;3'UTR;3'UTR;3'UTR
cg04218022,-0.11,0.041,1.000,1.00,chr15,25974140,ATP10A,Body
cg17624196,-0.10,0.041,1.000,1.00,chr10,131841008,,
cg27565517,-0.17,0.041,1.000,1.00,chr6,12292676,EDN1;EDN1,Body;Body
cg06038180,0.09,0.041,1.000,1.00,chr17,7258337,TMEM95,TSS200
cg00451054,0.14,0.041,1.000,1.00,chr8,77913321,PXMP3;PXMP3,TSS1500;TSS1500
cg17374364,-0.14,0.041,1.000,1.00,chr5,76929064,OTP,Body
cg10260050,0.13,0.041,1.000,1.00,chr11,118415431,C11orf60;TMEM25;TMEM25;C11orf60,3'UTR;Body;Body;3'UTR
cg16831623,0.15,0.041,1.000,1.00,chr20,6750617,BMP2,5'UTR
cg01772980,0.13,0.041,1.000,1.00,chr11,61957695,SCGB1D1,TSS200
cg18430152,0.10,0.041,1.000,1.00,chr7,27162401,HOXA3,5'UTR
cg13161901,0.20,0.041,1.000,1.00,chr18,59221985,CDH20,3'UTR
cg11147278,-0.13,0.041,1.000,1.00,chr10,34062234,,
cg23410129,0.06,0.041,1.000,1.00,chr20,36012008,SRC;SRC,5'UTR;5'UTR
cg27056129,-0.08,0.041,1.000,1.00,chr17,79664552,HGS,Body
cg14031054,0.11,0.041,1.000,1.00,chr1,164681652,PBX1,Body
cg19628299,-0.19,0.041,1.000,1.00,chr6,168840641,SMOC2;SMOC2,TSS1500;TSS1500
cg21218627,-0.09,0.041,1.000,1.00,chr9,132999496,FREQ;FREQ,3'UTR;3'UTR
cg19404582,0.05,0.041,1.000,1.00,chr9,140032953,GRIN1;GRIN1;GRIN1,TSS1500;TSS1500;TSS1500
cg14494623,0.08,0.041,1.000,1.00,chr15,28340459,OCA2,5'UTR
cg04957198,-0.11,0.041,1.000,1.00,chr10,25241883,PRTFDC1,TSS1500
cg07135964,-0.14,0.041,1.000,1.00,chr8,94753241,RBM12B,TSS200
cg08882774,0.08,0.041,1.000,1.00,chr16,28875105,SH2B1;SH2B1;SH2B1;SH2B1;SH2B1;SH2B1;SH2B1;SH2B1,1stExon;5'UTR;5'UTR;5'UTR;1stExon;TSS1500;TSS200;1stExon
cg16479173,0.16,0.041,1.000,1.00,chr11,47290859,MADD;MADD;MADD;MADD;MADD;MADD;MADD;MADD;MADD;MADD,TSS1500;TSS1500;TSS1500;TSS200;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500
cg13204435,0.04,0.041,1.000,1.00,chr8,95731830,DPY19L4,TSS1500
cg07204255,-0.08,0.041,1.000,1.00,chr16,4377893,,
cg01781963,0.24,0.041,1.000,1.00,chr5,61028748,,
cg09782637,0.06,0.041,1.000,1.00,chr10,374092,DIP2C,Body
cg02478349,0.12,0.041,1.000,1.00,chr5,179499824,RNF130,TSS1500
cg07156733,0.11,0.041,1.000,1.00,chr11,77727188,KCTD14,3'UTR
cg02016419,0.09,0.041,1.000,1.00,chr17,15245237,TEKT3,TSS1500
cg17056089,-0.09,0.041,1.000,1.00,chr1,104112143,LOC648740;AMY2B,Body;5'UTR
cg09893068,0.10,0.041,1.000,1.00,chr1,46089593,CCDC17;CCDC17,5'UTR;1stExon
cg24783510,-0.10,0.041,1.000,1.00,chr19,17862150,FCHO1;FCHO1;FCHO1;FCHO1,5'UTR;TSS200;TSS200;5'UTR
cg00241941,0.11,0.041,1.000,1.00,chr7,56550751,,
cg05762852,0.10,0.041,1.000,1.00,chr1,156722088,HDGF;HDGF;HDGF,TSS200;TSS1500;1stExon
cg14011554,0.13,0.041,1.000,1.00,chr9,128657810,PBX3;PBX3;PBX3;PBX3,Body;Body;Body;Body
cg01742263,-0.16,0.041,1.000,1.00,chr5,138714339,SLC23A1;SLC23A1,Body;Body
cg18561589,0.13,0.041,1.000,1.00,chr10,119295770,EMX2OS,Body
cg21831898,-0.08,0.041,1.000,1.00,chr1,150254439,C1orf51,TSS1500
cg22699004,-0.19,0.041,1.000,1.00,chr1,916498,C1orf170,Body
cg10192079,0.10,0.041,1.000,1.00,chr12,133345756,GOLGA3,3'UTR
cg24307440,-0.21,0.041,1.000,1.00,chr9,139886715,C9orf142,TSS200
cg05490642,0.09,0.041,1.000,1.00,chr18,12658233,SPIRE1;SPIRE1,TSS1500;TSS1500
cg18188739,0.12,0.041,1.000,1.00,chr1,2058941,PRKCZ;PRKCZ;PRKCZ,5'UTR;Body;5'UTR
cg25303383,0.12,0.041,1.000,1.00,chr11,112046403,BCO2;BCO2,1stExon;TSS1500
cg23144376,-0.07,0.041,1.000,1.00,chr22,46765431,CELSR1,Body
cg20954537,0.10,0.041,1.000,1.00,chr11,27721668,BDNF;BDNF;BDNF;BDNF;BDNF;BDNF;BDNF;BDNF;BDNF;BDNF;BDNF;BDNF;BDNF;BDNF;BDNF;BDNF,Body;5'UTR;5'UTR;5'UTR;5'UTR;Body;5'UTR;5'UTR;TSS1500;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;TSS1500;5'UTR
cg19875532,-0.16,0.041,1.000,1.00,chr10,135052004,VENTX,Body
cg26579838,0.09,0.041,1.000,1.00,chr10,134795270,,
cg14917846,0.11,0.041,1.000,1.00,chr19,4391454,SH3GL1,Body
cg11747820,0.11,0.041,1.000,1.00,chr1,29584023,PTPRU;PTPRU;PTPRU,Body;Body;Body
cg19598875,0.08,0.041,1.000,1.00,chr13,101326192,TMTC4;TMTC4,5'UTR;5'UTR
cg21388169,0.11,0.041,1.000,1.00,chr9,71651175,FXN;FXN;FXN,Body;Body;Body
cg07235599,0.13,0.041,1.000,1.00,chr6,168917224,SMOC2;SMOC2,Body;Body
cg04347414,0.16,0.041,1.000,1.00,chr1,2084519,PRKCZ;PRKCZ;PRKCZ,Body;Body;Body
cg22336107,-0.05,0.041,1.000,1.00,chr19,14606894,GIPC1;GIPC1;GIPC1;GIPC1;GIPC1;GIPC1;GIPC1;GIPC1;GIPC1;GIPC1;GIPC1;GIPC1,5'UTR;5'UTR;1stExon;1stExon;5'UTR;5'UTR;1stExon;5'UTR;1stExon;1stExon;1stExon;5'UTR
cg12444298,-0.08,0.041,1.000,1.00,chr1,235265522,,
cg01882541,0.10,0.041,1.000,1.00,chr4,189375874,,
cg04556612,0.10,0.041,1.000,1.00,chr16,68015082,DPEP3;DPEP3,TSS1500;TSS1500
cg00513205,0.09,0.041,1.000,1.00,chr5,134872649,NEUROG1,TSS1500
cg10609371,-0.12,0.041,1.000,1.00,chr19,14064872,DCAF15;PODNL1;PODNL1,Body;TSS1500;TSS1500
cg10589396,0.10,0.041,1.000,1.00,chr10,132891341,TCERG1L,3'UTR
cg18107144,0.18,0.041,1.000,1.00,chr1,32042157,TINAGL1;TINAGL1,5'UTR;1stExon
cg13163403,0.07,0.041,1.000,1.00,chr17,72744541,SLC9A3R1,TSS1500
cg05196835,0.11,0.041,1.000,1.00,chr4,38005666,TBC1D1,Body
cg20048050,0.11,0.041,1.000,1.00,chr7,75911126,SRRM3,Body
cg25101500,0.14,0.041,1.000,1.00,chr2,42588340,COX7A2L;COX7A2L,1stExon;5'UTR
cg10186308,-0.10,0.041,1.000,1.00,chr12,54121077,CALCOCO1;CALCOCO1;CALCOCO1,5'UTR;5'UTR;Body
cg06420480,-0.08,0.041,1.000,1.00,chr17,78923244,RPTOR;RPTOR,Body;Body
cg04075973,0.14,0.041,1.000,1.00,chr11,118781608,BCL9L;BCL9L,1stExon;5'UTR
cg16051089,0.13,0.041,1.000,1.00,chr5,52083947,ITGA1;PELO;PELO,TSS200;1stExon;5'UTR
cg00163372,-0.15,0.041,1.000,1.00,chr8,128752988,MYC,Body
cg26911120,0.09,0.041,1.000,1.00,chr8,139739878,COL22A1,Body
cg01866022,0.15,0.041,1.000,1.00,chr22,29199247,,
cg10833175,0.10,0.041,1.000,1.00,chr1,241757027,KMO;OPN3,3'UTR;3'UTR
cg01287707,0.11,0.041,1.000,1.00,chr16,67695257,PARD6A;ACD;ACD;PARD6A;ACD,Body;TSS1500;TSS1500;Body;TSS1500
cg02780787,0.07,0.041,1.000,1.00,chr17,80328607,,
cg08099115,0.14,0.041,1.000,1.00,chr3,55649447,ERC2,3'UTR
cg00034130,-0.08,0.041,1.000,1.00,chr11,3862931,RHOG,TSS1500
cg00533084,-0.08,0.041,1.000,1.00,chr1,156698170,C1orf66;ISG20L2;C1orf66,TSS200;TSS1500;TSS200
cg09141931,-0.07,0.041,1.000,1.00,chr17,78668209,RPTOR;RPTOR,Body;Body
cg17352995,-0.17,0.041,1.000,1.00,chr4,8201128,SH3TC1;SH3TC1,1stExon;5'UTR
cg22685822,0.16,0.041,1.000,1.00,chr1,29807755,,
cg05541367,0.15,0.041,1.000,1.00,chr10,1708667,ADARB2,Body
cg02357416,0.11,0.041,1.000,1.00,chr22,29668384,EWSR1;EWSR1;EWSR1;EWSR1;EWSR1,Body;Body;Body;Body;Body
cg15864612,0.08,0.041,1.000,1.00,chr10,327132,DIP2C,Body
cg16770054,-0.17,0.041,1.000,1.00,chr7,1955738,MAD1L1;MAD1L1;MAD1L1,Body;Body;Body
cg26084439,0.07,0.041,1.000,1.00,chr7,99160261,ZNF655;ZNF655;ZNF655;ZNF655;ZNF655;ZNF655;ZNF655;ZNF655,Body;Body;Body;Body;Body;Body;Body;Body
cg17340373,0.09,0.041,1.000,1.00,chr3,13679068,FBLN2;FBLN2;FBLN2,Body;Body;Body
cg11445155,0.11,0.041,1.000,1.00,chr5,87777157,,
cg16698781,0.12,0.041,1.000,1.00,chr21,46221955,UBE2G2;UBE2G2,TSS1500;TSS1500
cg13734338,0.15,0.041,1.000,1.00,chr2,20144847,WDR35;WDR35,Body;Body
cg25874631,0.09,0.041,1.000,1.00,chr13,113382215,ATP11A;ATP11A,Body;Body
cg08579995,0.10,0.041,1.000,1.00,chr19,19856230,,
cg08263941,0.08,0.041,1.000,1.00,chr7,136401170,,
cg09070522,-0.13,0.041,1.000,1.00,chr4,57774717,REST,5'UTR
cg26963397,0.08,0.041,1.000,1.00,chr16,50059081,TMEM188,TSS200
cg12864568,0.12,0.041,1.000,1.00,chr5,101632559,SLCO4C1,TSS1500
cg13867255,0.14,0.041,1.000,1.00,chr9,138108675,,
cg22783940,0.12,0.041,1.000,1.00,chr13,114251672,TFDP1;TFDP1,Body;Body
cg11891522,-0.15,0.041,1.000,1.00,chr5,61605247,KIF2A;KIF2A,Body;Body
cg21739400,0.09,0.041,1.000,1.00,chr8,27472457,CLU,TSS200
cg23643360,-0.10,0.041,1.000,1.00,chr10,118562628,,
cg19476037,0.09,0.041,1.000,1.00,chr6,168972128,SMOC2;SMOC2,Body;Body
cg00976692,-0.11,0.041,1.000,1.00,chr11,64578131,MEN1;MEN1;MEN1;MEN1;MEN1;MEN1;MEN1;MEN1;MEN1;MEN1,TSS200;5'UTR;1stExon;5'UTR;5'UTR;5'UTR;5'UTR;1stExon;TSS200;1stExon
cg17380238,0.09,0.041,1.000,1.00,chr19,45889464,PPP1R13L;PPP1R13L,Body;Body
cg02973171,0.15,0.041,1.000,1.00,chr11,82443614,FAM181B,1stExon
cg04865672,-0.08,0.041,1.000,1.00,chr1,161087935,NIT1;PFDN2;NIT1,1stExon;TSS200;5'UTR
cg12227907,0.10,0.041,1.000,1.00,chr6,100055865,PRDM13,Body
cg17471102,-0.07,0.041,1.000,1.00,chr19,5851255,FUT3;FUT3;FUT3;FUT3,5'UTR;5'UTR;5'UTR;5'UTR
cg18669966,0.14,0.041,1.000,1.00,chr2,176961753,,
cg14554618,0.08,0.041,1.000,1.00,chr9,130829035,NAIF1;SLC25A25,1stExon;TSS1500
cg14746605,-0.07,0.041,1.000,1.00,chr11,35374336,SLC1A2,Body
cg21171204,0.14,0.041,1.000,1.00,chr9,89766723,C9orf170,Body
cg24783979,0.07,0.041,1.000,1.00,chr22,19702104,SEPT5;SEPT5,1stExon;5'UTR
cg23731687,0.07,0.041,1.000,1.00,chr12,57522122,LRP1,TSS200
cg25379026,-0.30,0.041,1.000,1.00,chr1,225117389,DNAH14;DNAH14;DNAH14;DNAH14;DNAH14;DNAH14,1stExon;1stExon;1stExon;5'UTR;5'UTR;5'UTR
cg22667358,-0.06,0.041,1.000,1.00,chr10,3171146,PFKP,Body
cg01083340,0.07,0.041,1.000,1.00,chr11,66176265,,
cg22254606,0.10,0.041,1.000,1.00,chr6,119479475,,
cg03392046,-0.22,0.041,1.000,1.00,chr2,37311658,CCDC75;HEATR5B;CCDC75,5'UTR;TSS200;1stExon
cg05471090,0.16,0.041,1.000,1.00,chr18,71959795,CYB5A;CYB5A,TSS1500;TSS1500
cg09002049,0.29,0.041,1.000,1.00,chr6,30434552,,
cg03609148,-0.15,0.041,1.000,1.00,chr6,151562634,AKAP12,Body
cg11400333,-0.09,0.041,1.000,1.00,chr11,66059695,TMEM151A,Body
cg14163311,-0.10,0.041,1.000,1.00,chr1,206729553,RASSF5;RASSF5;RASSF5,Body;TSS1500;Body
cg13723431,0.13,0.041,1.000,1.00,chr5,1444395,SLC6A3,5'UTR
cg18967361,0.09,0.041,1.000,1.00,chr1,245319978,KIF26B,Body
cg23949667,0.09,0.041,1.000,1.00,chr3,169417653,,
cg12486498,-0.09,0.041,1.000,1.00,chr1,230975106,C1orf198;C1orf198;C1orf198,3'UTR;3'UTR;3'UTR
cg15882155,0.12,0.041,1.000,1.00,chr11,129762697,NFRKB;NFRKB,1stExon;Body
cg12708109,-0.11,0.041,1.000,1.00,chr1,168397916,,
cg04953935,0.13,0.041,1.000,1.00,chr3,56166156,ERC2,Body
cg16621790,0.22,0.041,1.000,1.00,chr3,50383485,ZMYND10,TSS1500
cg24968629,-0.15,0.041,1.000,1.00,chr22,46770644,CELSR1,Body
cg14629055,0.09,0.041,1.000,1.00,chr5,10562978,ANKRD33B,TSS1500
cg01348733,0.11,0.041,1.000,1.00,chr17,33700757,SLFN11;SLFN11;SLFN11;SLFN11;SLFN11,TSS200;TSS200;TSS200;TSS200;TSS200
cg26767986,0.11,0.041,1.000,1.00,chr10,61112347,FAM13C;FAM13C;FAM13C;FAM13C,Body;5'UTR;5'UTR;Body
cg05490693,0.15,0.041,1.000,1.00,chr6,133135828,RPS12;SNORD101,5'UTR;TSS1500
cg13502125,0.26,0.041,1.000,1.00,chr1,147826191,,
cg18598877,-0.10,0.041,1.000,1.00,chr14,102414986,,
cg17233517,0.12,0.041,1.000,1.00,chr17,45285328,MYL4;MYL4,TSS1500;TSS1500
cg19841005,0.29,0.041,1.000,1.00,chr19,3687854,PIP5K1C,Body
cg03122735,-0.09,0.041,1.000,1.00,chr11,4629195,TRIM68,5'UTR
cg20696470,0.09,0.041,1.000,1.00,chr15,63449063,RPS27L,Body
cg11278510,0.12,0.041,1.000,1.00,chr19,38397866,WDR87;SIPA1L3,TSS1500;TSS200
cg07054502,-0.07,0.041,1.000,1.00,chr16,89405478,ANKRD11,5'UTR
cg25218716,0.25,0.041,1.000,1.00,chr20,22565228,FOXA2;FOXA2,5'UTR;TSS200
cg26577178,0.12,0.041,1.000,1.00,chr12,75905604,KRR1,TSS200
cg02255983,0.08,0.041,1.000,1.00,chr19,2798801,THOP1,Body
cg20868898,0.11,0.041,1.000,1.00,chr14,38678545,SSTR1,5'UTR
cg04579211,0.11,0.041,1.000,1.00,chr15,41221939,DLL4,Body
cg02707307,0.10,0.041,1.000,1.00,chr9,130370151,,
cg19489705,0.09,0.041,1.000,1.00,chr5,77146291,,
cg04840167,0.11,0.041,1.000,1.00,chr14,52446035,,
cg14430979,0.10,0.041,1.000,1.00,chr12,89746612,DUSP6;DUSP6,TSS1500;TSS1500
cg12433592,-0.13,0.041,1.000,1.00,chr10,133957095,JAKMIP3,Body
cg08951403,-0.13,0.041,1.000,1.00,chr7,157960420,PTPRN2;PTPRN2;PTPRN2,Body;Body;Body
cg23792245,0.14,0.041,1.000,1.00,chr11,14913752,CYP2R1,TSS200
cg01170882,0.07,0.041,1.000,1.00,chr20,60544751,,
cg05575304,0.08,0.041,1.000,1.00,chr3,11607115,VGLL4;VGLL4;VGLL4;VGLL4,Body;Body;Body;Body
cg22629762,0.08,0.041,1.000,1.00,chr8,1864390,ARHGEF10,Body
cg09082852,-0.10,0.041,1.000,1.00,chr11,36058451,LDLRAD3,Body
cg01764020,-0.17,0.041,1.000,1.00,chr13,38444087,TRPC4;TRPC4;TRPC4;TRPC4;TRPC4;TRPC4,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200
cg21532325,0.23,0.041,1.000,1.00,chr7,151107400,WDR86,TSS1500
cg11100602,0.08,0.041,1.000,1.00,chr5,72497917,,
cg21079113,0.11,0.041,1.000,1.00,chr1,110010089,SYPL2,Body
cg05781649,0.11,0.041,1.000,1.00,chr17,31146240,MYO1D,Body
cg21593986,0.08,0.041,1.000,1.00,chr3,141725341,TFDP2,TSS1500
cg04239645,0.09,0.041,1.000,1.00,chr17,59564867,,
cg08315834,0.07,0.041,1.000,1.00,chr10,15130912,ACBD7,TSS200
cg04390829,0.10,0.041,1.000,1.00,chr16,84090356,MBTPS1,Body
cg22498987,0.09,0.041,1.000,1.00,chr12,120427182,CCDC64,TSS1500
cg07466585,0.11,0.041,1.000,1.00,chr10,104263680,ACTR1A;SUFU,TSS1500;TSS200
cg15933935,-0.08,0.041,1.000,1.00,chr1,47082037,MOBKL2C;MOBKL2C,TSS1500;5'UTR
cg01070987,0.08,0.041,1.000,1.00,chr3,149687002,PFN2;PFN2,Body;Body
cg00372486,0.13,0.041,1.000,1.00,chr6,33539201,,
cg04679031,0.13,0.041,1.000,1.00,chr7,139208139,CLEC2L,TSS1500
cg01016857,0.08,0.041,1.000,1.00,chr19,405795,C2CD4C,3'UTR
cg17952513,0.15,0.042,1.000,1.00,chr18,70210025,CBLN2,5'UTR
cg04156383,0.12,0.042,1.000,1.00,chr1,144995889,PDE4DIP;PDE4DIP;PDE4DIP;PDE4DIP,Body;TSS1500;TSS1500;TSS1500
cg03610227,0.14,0.042,1.000,1.00,chr3,64430667,,
cg20311037,0.08,0.042,1.000,1.00,chr1,173684561,KLHL20,5'UTR
cg06123396,0.12,0.042,1.000,1.00,chr2,207307622,ADAM23,TSS1500
cg16022748,0.14,0.042,1.000,1.00,chr4,109541635,LOC285456;RPL34;RPL34,TSS200;TSS200;TSS200
cg15873715,-0.09,0.042,1.000,1.00,chr5,39425138,DAB2;DAB2,1stExon;5'UTR
cg01192487,-0.13,0.042,1.000,1.00,chr8,119634140,SAMD12;SAMD12;SAMD12;SAMD12,5'UTR;5'UTR;1stExon;1stExon
cg21849552,-0.06,0.042,1.000,1.00,chr3,14597650,,
cg19131343,-0.14,0.042,1.000,1.00,chr12,133015520,,
cg05551003,-0.11,0.042,1.000,1.00,chr3,11267072,HRH1;HRH1;HRH1,5'UTR;TSS1500;5'UTR
cg12759096,0.12,0.042,1.000,1.00,chr1,1148973,TNFRSF4,Body
cg06058187,-0.38,0.042,1.000,1.00,chr5,54398290,GZMA,TSS200
cg20389063,-0.13,0.042,1.000,1.00,chr6,89284076,,
cg10531055,0.08,0.042,1.000,1.00,chr6,7251396,RREB1;RREB1;RREB1;RREB1,3'UTR;3'UTR;3'UTR;3'UTR
cg24061208,0.14,0.042,1.000,1.00,chr18,14748250,ANKRD30B;ANKRD30B,1stExon;5'UTR
cg06804921,0.20,0.042,1.000,1.00,chr11,20620854,SLC6A5,TSS200
cg02050985,0.13,0.042,1.000,1.00,chr2,101766314,TBC1D8,Body
cg03734229,0.09,0.042,1.000,1.00,chr1,41236997,NFYC;NFYC;NFYC;NFYC;NFYC,3'UTR;3'UTR;3'UTR;3'UTR;3'UTR
cg26278151,0.26,0.042,1.000,1.00,chr22,31316184,,
cg04853958,0.08,0.042,1.000,1.00,chr11,3013544,NAP1L4;NAP1L4,1stExon;5'UTR
cg10095057,0.22,0.042,1.000,1.00,chr17,47869962,MYST2,Body
cg02769614,0.12,0.042,1.000,1.00,chr6,32135052,EGFL8,Body
cg07271361,0.11,0.042,1.000,1.00,chr6,31940855,STK19;STK19;DOM3Z;STK19,Body;Body;TSS1500;Body
cg03196627,-0.06,0.042,1.000,1.00,chr15,79298606,RASGRF1;RASGRF1;RASGRF1,TSS1500;Body;Body
cg01948844,-0.11,0.042,1.000,1.00,chr21,47807045,PCNT,Body
cg26480228,0.07,0.042,1.000,1.00,chr12,48921775,OR8S1,Body
cg00093956,0.09,0.042,1.000,1.00,chr12,107372431,MTERFD3;MTERFD3,Body;Body
cg02791891,-0.10,0.042,1.000,1.00,chr21,45922595,C21orf29,Body
cg07959104,0.19,0.042,1.000,1.00,chr15,22833149,TUBGCP5;TUBGCP5,TSS1500;TSS1500
cg04605287,-0.14,0.042,1.000,1.00,chr1,54953486,,
cg14442992,-0.07,0.042,1.000,1.00,chr7,150039342,RARRES2,TSS1500
cg10895032,0.11,0.042,1.000,1.00,chr6,30596955,C6orf134,Body
cg18121565,0.10,0.042,1.000,1.00,chr6,151769891,RMND1,5'UTR
cg22301227,0.11,0.042,1.000,1.00,chr17,47492399,PHB,TSS200
cg06051250,-0.17,0.042,1.000,1.00,chr15,81918989,,
cg13276502,0.11,0.042,1.000,1.00,chr6,21600485,,
cg21512370,-0.08,0.042,1.000,1.00,chr13,48990327,LPAR6;LPAR6;RB1,5'UTR;5'UTR;Body
cg07525221,-0.10,0.042,1.000,1.00,chr19,4952846,UHRF1;UHRF1,Body;Body
cg08620154,0.12,0.042,1.000,1.00,chr8,69244553,,
cg03091551,0.11,0.042,1.000,1.00,chr14,57275967,OTX2,5'UTR
cg19432688,-0.61,0.042,1.000,1.00,chr2,1763410,,
cg18742438,0.08,0.042,1.000,1.00,chr15,99641058,,
cg24338348,0.06,0.042,1.000,1.00,chr6,168122963,,
cg19707379,0.13,0.042,1.000,1.00,chr17,78882693,RPTOR;RPTOR,Body;Body
cg12659027,0.25,0.042,1.000,1.00,chr19,39881847,PAF1;MED29,TSS200;TSS200
cg15277108,0.09,0.042,1.000,1.00,chr12,113842998,SDS,TSS1500
cg14305701,0.06,0.042,1.000,1.00,chr10,134527922,INPP5A,Body
cg27319710,-0.07,0.042,1.000,1.00,chr8,141549447,EIF2C2;EIF2C2,Body;Body
cg15129823,0.15,0.042,1.000,1.00,chr18,74961454,GALR1,TSS1500
cg05742308,0.18,0.042,1.000,1.00,chr7,83824384,SEMA3A,TSS200
cg26333594,-0.09,0.042,1.000,1.00,chr19,58330952,,
cg21098323,-0.16,0.042,1.000,1.00,chr19,54605642,OSCAR;NDUFA3;OSCAR;OSCAR;OSCAR,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500
cg01243251,0.09,0.042,1.000,1.00,chr8,120605270,ENPP2;ENPP2;ENPP2,Body;Body;Body
cg06779945,0.09,0.042,1.000,1.00,chr6,138188320,TNFAIP3,TSS1500
cg06030219,-0.06,0.042,1.000,1.00,chr21,43639122,ABCG1;ABCG1;ABCG1;ABCG1;ABCG1;ABCG1,TSS1500;TSS200;5'UTR;Body;Body;TSS200
cg20174000,-0.11,0.042,1.000,1.00,chr9,133710056,ABL1;ABL1,TSS1500;Body
cg27090191,-0.07,0.042,1.000,1.00,chr3,120461571,GTF2E1;GTF2E1;RABL3,5'UTR;1stExon;TSS200
cg21598389,0.12,0.042,1.000,1.00,chr15,59584281,MYO1E,Body
cg11381792,-0.08,0.042,1.000,1.00,chr21,45432451,TRAPPC10,Body
cg26720913,0.33,0.042,1.000,1.00,chr5,142814934,NR3C1;NR3C1;NR3C1;NR3C1;NR3C1;NR3C1,1stExon;5'UTR;1stExon;5'UTR;5'UTR;1stExon
cg05678518,0.10,0.042,1.000,1.00,chr5,135693041,TRPC7;TRPC7;TRPC7,Body;Body;Body
cg26456528,0.11,0.042,1.000,1.00,chr1,59250203,JUN,TSS1500
cg04794901,0.11,0.042,1.000,1.00,chr6,160209903,TCP1;TCP1,Body;5'UTR
cg04859726,0.09,0.042,1.000,1.00,chr6,100894513,SIM1,Body
cg13635516,-0.08,0.042,1.000,1.00,chr20,31123396,,
cg05964635,0.12,0.042,1.000,1.00,chr6,15662707,DTNBP1;DTNBP1;DTNBP1,Body;Body;5'UTR
cg01462537,0.13,0.042,1.000,1.00,chr10,2992189,,
cg23094620,-0.10,0.042,1.000,1.00,chr17,1915536,RTN4RL1,Body
cg00081404,0.14,0.042,1.000,1.00,chr2,106957722,,
cg17217158,-0.23,0.042,1.000,1.00,chr17,5025970,ZNF232,5'UTR
cg27548245,0.11,0.042,1.000,1.00,chr12,1803843,ADIPOR2,5'UTR
cg17185705,0.08,0.042,1.000,1.00,chr8,89123876,MMP16;MMP16,Body;Body
cg09757353,-0.08,0.042,1.000,1.00,chr10,121062626,GRK5,Body
cg27665754,0.09,0.042,1.000,1.00,chr6,30740117,,
cg27583030,-0.07,0.042,1.000,1.00,chr4,186064515,SLC25A4;SLC25A4,1stExon;5'UTR
cg17168238,-0.10,0.042,1.000,1.00,chr11,26171259,,
cg01432753,0.09,0.042,1.000,1.00,chr19,6664926,TNFSF14;TNFSF14,3'UTR;3'UTR
cg27543672,-0.15,0.042,1.000,1.00,chr1,84541035,,
cg09188304,-0.29,0.042,1.000,1.00,chr16,84852691,CRISPLD2,TSS1500
cg10204707,0.09,0.042,1.000,1.00,chr19,53794711,BIRC8;BIRC8,5'UTR;1stExon
cg22931077,-0.07,0.042,1.000,1.00,chr2,232379208,C2orf52,TSS200
cg05781767,-0.09,0.042,1.000,1.00,chr3,127347362,PODXL2,TSS1500
cg21840976,-0.10,0.042,1.000,1.00,chr13,79181285,,
cg23958023,0.19,0.042,1.000,1.00,chr5,138613646,SNHG4;SNORA74A;MATR3,Body;TSS1500;5'UTR
cg21903525,-0.13,0.042,1.000,1.00,chr12,4479965,FGF23,Body
cg25812683,0.15,0.042,1.000,1.00,chr10,6691515,,
cg06934774,0.15,0.042,1.000,1.00,chr7,27198025,,
cg02616315,-0.25,0.042,1.000,1.00,chr17,6023675,WSCD1,Body
cg05939335,-0.09,0.042,1.000,1.00,chr9,124132520,STOM;STOM;STOM;STOM,5'UTR;1stExon;1stExon;5'UTR
cg13936911,-0.07,0.042,1.000,1.00,chr1,109757083,SARS,Body
cg20410135,0.09,0.042,1.000,1.00,chr5,178157962,ZNF354A,TSS1500
cg06900861,0.05,0.042,1.000,1.00,chr8,86019187,LRRCC1;LRRCC1,TSS200;TSS200
cg27298570,0.11,0.042,1.000,1.00,chr16,8623004,TMEM114,TSS1500
cg24847996,-0.08,0.042,1.000,1.00,chr12,123340818,HIP1R,Body
cg03290730,-0.08,0.042,1.000,1.00,chr11,114326866,,
cg25729432,0.14,0.042,1.000,1.00,chr11,124295700,OR8B4,TSS1500
cg22700790,0.30,0.042,1.000,1.00,chr1,149186391,,
cg12799234,0.16,0.042,1.000,1.00,chr14,45267631,,
cg25047379,0.16,0.042,1.000,1.00,chr2,175209255,,
cg01674585,0.12,0.042,1.000,1.00,chr20,1825918,,
